City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
228,Karangasem,ID,2021-09-23 01:17:07,-8.45,115.6167,81.48,77,61,6.08,broken clouds
229,Pangody,RU,2021-09-23 01:17:07,65.85,74.4859,36.43,98,100,7.83,light rain
230,Chapais,CA,2021-09-23 01:10:35,49.7834,-74.8492,42.66,80,100,6.51,overcast clouds
231,Sri Aman,MY,2021-09-23 01:17:07,1.2376,111.4621,82.45,89,20,1.14,few clouds
232,Quelimane,MZ,2021-09-23 01:17:08,-17.8786,36.8883,69.12,87,25,3.53,light rain
233,San Luis,AR,2021-09-23 01:17:08,-33.295,-66.3356,57.76,54,9,7.65,clear sky
234,Mehamn,NO,2021-09-23 01:17:08,71.0357,27.8492,46.09,85,100,14.54,light rain
235,Nokaneng,BW,2021-09-23 01:17:09,-19.6667,22.2667,64.15,59,55,11.95,broken clouds
236,Fairbanks,US,2021-09-23 01:15:37,64.8378,-147.7164,41.0,52,20,2.3,few clouds
237,Acari,PE,2021-09-23 01:17:09,-15.4311,-74.6158,64.67,81,59,3.51,broken clouds
238,Amboasary,MG,2021-09-23 01:17:09,-25.0333,46.3833,70.27,81,100,7.99,light rain
239,Boyolangu,ID,2021-09-23 01:17:10,-8.1181,111.8935,80.1,77,89,4.21,overcast clouds
240,Hambantota,LK,2021-09-23 01:17:10,6.1241,81.1185,79.93,81,6,13.87,clear sky
241,Otukpo,NG,2021-09-23 01:17:11,7.1913,8.1329,71.19,98,100,1.16,overcast clouds
242,Babanka,UA,2021-09-23 01:17:11,48.7097,30.4483,43.47,86,100,8.57,overcast clouds
243,Benghazi,LY,2021-09-23 01:13:35,32.1167,20.0667,80.98,52,6,7.43,clear sky
244,Fort Nelson,CA,2021-09-23 01:17:11,58.8053,-122.7002,49.59,43,20,11.5,few clouds
245,Pidhorodne,UA,2021-09-23 01:17:12,48.5753,35.1068,45.64,87,100,3.89,overcast clouds
246,Inta,RU,2021-09-23 01:17:12,66.0317,60.1659,32.68,91,5,4.61,clear sky
247,Boyuibe,BO,2021-09-23 01:17:13,-20.4167,-63.2833,67.53,57,100,0.81,overcast clouds
248,Pisco,PE,2021-09-23 01:17:13,-13.7,-76.2167,61.02,82,52,17.27,broken clouds
249,Kavaratti,IN,2021-09-23 01:17:13,10.5669,72.642,82.15,76,100,17.05,overcast clouds
250,Berezovyy,RU,2021-09-23 01:17:14,51.6667,135.7,53.8,46,2,4.7,clear sky
251,Clyde River,CA,2021-09-23 01:17:14,70.4692,-68.5914,30.02,90,100,14.92,light snow
252,Lake Charles,US,2021-09-23 01:15:54,30.2131,-93.2044,71.6,57,1,4.61,clear sky
253,Neryungri,RU,2021-09-23 01:17:15,56.6709,124.6491,50.72,70,100,4.12,overcast clouds
254,Nemuro,JP,2021-09-23 01:17:15,43.3236,145.575,73.83,89,82,11.79,broken clouds
255,Honningsvag,NO,2021-09-23 01:17:16,70.9821,25.9704,47.37,84,100,22.86,light rain
256,Charters Towers,AU,2021-09-23 01:17:16,-20.1,146.2667,73.26,32,2,15.93,clear sky
257,Westport,US,2021-09-23 01:17:16,41.1415,-73.3579,76.24,90,90,3.0,overcast clouds
258,Mangaldai,IN,2021-09-23 01:17:17,26.4333,92.0333,80.51,90,18,4.88,few clouds
259,Pansemal,IN,2021-09-23 01:17:17,21.65,74.7,74.05,96,76,4.65,broken clouds
260,Husavik,IS,2021-09-23 01:17:17,66.0449,-17.3389,35.51,83,62,7.56,broken clouds
261,Port Hedland,AU,2021-09-23 01:11:14,-20.3167,118.5667,80.65,8,100,11.5,overcast clouds
262,Cao Bang,VN,2021-09-23 01:17:18,22.6667,106.25,78.13,88,19,0.58,few clouds
263,Alcacer Do Sal,PT,2021-09-23 01:17:18,38.3733,-8.5144,66.02,80,10,5.17,moderate rain
264,Okhotsk,RU,2021-09-23 01:17:18,59.3833,143.3,53.82,62,1,1.54,clear sky
265,Oktyabrskoye,RU,2021-09-23 01:17:19,43.0645,44.7417,51.94,100,100,4.47,mist
266,Batagay-Alyta,RU,2021-09-23 01:17:19,67.8006,130.4114,35.83,87,85,2.08,overcast clouds
267,Burnie,AU,2021-09-23 01:09:57,-41.0667,145.9167,54.7,81,100,19.01,overcast clouds
268,Port Lincoln,AU,2021-09-23 01:17:20,-34.7333,135.8667,63.57,52,0,12.75,clear sky
269,Finspang,SE,2021-09-23 01:17:20,58.7058,15.7674,56.71,90,100,7.36,overcast clouds
270,Mogzon,RU,2021-09-23 01:17:20,51.7435,111.9606,38.43,96,100,9.8,overcast clouds
271,Makakilo City,US,2021-09-23 01:13:58,21.3469,-158.0858,86.32,50,40,11.5,scattered clouds
272,Teeli,RU,2021-09-23 01:17:21,51.0333,90.2333,37.38,58,46,0.36,scattered clouds
273,Chara,RU,2021-09-23 01:10:39,56.9064,118.2631,39.69,83,100,1.45,overcast clouds
274,Norman Wells,CA,2021-09-23 01:13:10,65.282,-126.8329,34.38,97,100,14.5,light rain
275,Haputale,LK,2021-09-23 01:17:21,6.7681,80.9595,62.92,81,15,4.07,few clouds
276,Muros,ES,2021-09-23 01:17:22,42.7762,-9.0603,62.83,76,5,13.38,clear sky
277,Kudahuvadhoo,MV,2021-09-23 01:17:22,2.6708,72.8944,82.58,75,100,14.07,overcast clouds
278,Nazarovo,RU,2021-09-23 01:17:22,56.0064,90.3914,35.69,97,100,2.86,overcast clouds
279,Sovetskaya,RU,2021-09-23 01:17:23,44.7769,41.1722,50.63,80,100,4.99,overcast clouds
280,Ligayan,PH,2021-09-23 01:17:23,4.6533,119.4706,82.8,68,79,5.01,broken clouds
281,Ballina,AU,2021-09-23 01:17:23,-28.8667,153.5667,73.58,46,0,4.07,clear sky
282,Maltahohe,NA,2021-09-23 01:17:24,-24.8333,16.9833,61.27,20,6,4.85,clear sky
283,Krutaya Gorka,RU,2021-09-23 01:17:24,55.3649,73.2231,29.88,96,89,6.2,overcast clouds
284,Puerto Rico,AR,2021-09-23 01:17:24,-26.796,-55.024,64.18,68,82,1.23,broken clouds
285,Broken Hill,AU,2021-09-23 01:17:25,-31.95,141.4333,64.4,42,0,3.53,clear sky
286,Salinopolis,BR,2021-09-23 01:17:25,-0.6136,-47.3561,80.94,79,25,11.3,scattered clouds
287,Margate,GB,2021-09-23 01:17:25,51.3813,1.3862,56.91,83,75,1.99,broken clouds
288,Nizhniy Kuranakh,RU,2021-09-23 01:17:26,58.8353,125.4869,43.38,91,100,2.64,overcast clouds
289,Ko Samui,TH,2021-09-23 01:14:24,9.5357,99.9357,82.09,73,100,11.3,overcast clouds
290,Kiruna,SE,2021-09-23 01:17:26,67.8557,20.2251,43.72,93,90,13.8,overcast clouds
291,San Javier,ES,2021-09-23 01:17:27,37.8063,-0.8374,73.24,75,40,3.0,scattered clouds
292,Paka,MY,2021-09-23 01:17:27,4.6374,103.4368,80.53,94,40,0.0,scattered clouds
293,Mackenzie,CA,2021-09-23 01:15:07,55.2999,-123.1698,54.34,43,23,10.49,few clouds
294,Batemans Bay,AU,2021-09-23 01:10:19,-35.7167,150.1833,69.98,36,0,5.39,clear sky
295,Rio Grande,BR,2021-09-23 01:11:33,-32.035,-52.0986,60.33,70,100,16.82,overcast clouds
296,Zemlyansk,RU,2021-09-23 01:17:28,51.9041,38.7334,46.04,89,100,3.98,overcast clouds
297,Svetlogorsk,BY,2021-09-23 01:17:28,52.6333,29.7333,41.2,96,100,5.99,light rain
298,Isangel,VU,2021-09-23 01:17:28,-19.55,169.2667,77.11,88,90,0.0,overcast clouds
299,Te Anau,NZ,2021-09-23 01:17:29,-45.4167,167.7167,60.22,68,40,3.96,scattered clouds
300,Gat,IL,2021-09-23 01:17:29,31.61,34.7642,75.88,100,0,6.46,clear sky
301,Brae,GB,2021-09-23 01:17:29,60.3964,-1.353,51.71,91,100,25.3,overcast clouds
302,Anadyr,RU,2021-09-23 01:17:30,64.75,177.4833,34.3,80,90,13.42,light snow
303,Olinda,BR,2021-09-23 01:17:30,-8.0089,-34.8553,76.73,78,40,6.91,scattered clouds
304,Cuamba,MZ,2021-09-23 01:17:30,-14.8031,36.5372,65.97,74,0,6.78,clear sky
305,Ballitoville,ZA,2021-09-23 01:17:31,-29.539,31.2144,58.24,82,0,6.91,clear sky
306,Kirkwall,GB,2021-09-23 01:11:03,58.9848,-2.9587,52.97,87,75,28.77,light rain
307,Giyani,ZA,2021-09-23 01:17:31,-23.3025,30.7187,56.39,80,0,5.32,clear sky
308,Nikolskoye,RU,2021-09-23 01:17:32,59.7035,30.7861,46.02,84,100,3.62,light rain
309,Kefalos,GR,2021-09-23 01:17:32,36.7453,26.9589,71.82,68,0,9.22,clear sky
310,Port Pirie,AU,2021-09-23 01:17:32,-33.1833,138.0167,71.69,52,0,8.39,clear sky
311,Arman,RU,2021-09-23 01:17:33,59.7,150.1667,51.39,58,16,3.33,few clouds
312,Sorland,NO,2021-09-23 01:17:33,67.667,12.6934,49.5,78,100,27.09,overcast clouds
313,Sao Filipe,CV,2021-09-23 01:17:33,14.8961,-24.4956,78.93,80,24,4.88,few clouds
314,Matnog,PH,2021-09-23 01:17:33,12.5878,124.0875,83.61,69,100,0.98,overcast clouds
315,Mangrol,IN,2021-09-23 01:11:31,21.1167,70.1167,80.31,79,98,9.69,overcast clouds
316,Ende,ID,2021-09-23 01:17:34,-8.8432,121.6623,85.78,53,58,4.43,broken clouds
317,Moa,CU,2021-09-23 01:17:34,20.6569,-74.9403,80.38,86,100,5.19,overcast clouds
318,Nome,US,2021-09-23 01:15:18,64.5011,-165.4064,39.27,49,90,6.91,overcast clouds
319,Constitucion,CL,2021-09-23 01:17:35,-35.3333,-72.4167,49.96,85,87,9.06,overcast clouds
320,Ojinaga,MX,2021-09-23 01:17:35,29.5667,-104.4167,83.35,21,1,6.91,clear sky
321,Kharp,RU,2021-09-23 01:17:35,66.8014,65.8081,33.78,89,14,9.53,few clouds
322,Nefteyugansk,RU,2021-09-23 01:17:36,61.0998,72.6035,35.85,98,100,10.31,overcast clouds
323,Svobodnyy,RU,2021-09-23 01:17:36,51.4,128.1333,51.44,54,2,5.1,clear sky
324,Gadwal,IN,2021-09-23 01:17:36,16.2333,77.8,73.94,91,100,9.6,overcast clouds
325,Takoradi,GH,2021-09-23 01:17:37,4.8845,-1.7554,76.08,93,100,5.79,overcast clouds
326,Waingapu,ID,2021-09-23 01:17:37,-9.6567,120.2641,84.9,59,32,17.76,scattered clouds
327,Douentza,ML,2021-09-23 01:17:37,14.9951,-2.9517,88.47,40,100,11.61,overcast clouds
328,Banda Aceh,ID,2021-09-23 01:10:32,5.5577,95.3222,80.55,68,100,4.74,overcast clouds
329,Labuhan,ID,2021-09-23 01:08:38,-6.8844,112.2051,84.27,67,100,13.62,overcast clouds
330,Solanea,BR,2021-09-23 01:17:38,-6.755,-35.54,69.67,96,17,1.83,few clouds
331,Burns Lake,CA,2021-09-23 01:17:38,54.2331,-125.7533,53.02,41,100,11.92,overcast clouds
332,Buala,SB,2021-09-23 01:17:39,-8.145,159.5921,84.07,70,38,4.7,light rain
333,Puerto Escondido,MX,2021-09-23 01:17:39,15.85,-97.0667,85.03,61,75,0.0,broken clouds
334,Zhenlai,CN,2021-09-23 01:17:39,45.8495,123.2973,59.23,77,0,7.99,clear sky
335,Puerto Maldonado,PE,2021-09-23 01:17:40,-12.6,-69.1833,78.44,58,100,2.33,overcast clouds
336,Taoudenni,ML,2021-09-23 01:17:40,22.6783,-3.9836,94.84,9,0,9.35,clear sky
337,Arrifes,PT,2021-09-23 01:17:40,37.7667,-25.7,64.65,82,20,6.91,few clouds
338,Kavieng,PG,2021-09-23 01:17:41,-2.5744,150.7967,81.59,78,100,8.93,light rain
339,Matara,LK,2021-09-23 01:17:41,5.9485,80.5353,77.92,88,22,8.34,few clouds
340,Sun Valley,US,2021-09-23 01:17:41,39.5963,-119.776,79.75,23,75,5.99,smoke
341,Taltal,CL,2021-09-23 01:17:42,-25.4,-70.4833,60.04,65,0,3.98,clear sky
342,Dnestrovsc,MD,2021-09-23 01:17:42,46.6222,29.9133,46.76,80,100,14.05,overcast clouds
343,Bichena,ET,2021-09-23 01:17:43,10.45,38.2,51.46,86,100,2.3,overcast clouds
344,Shirokiy,RU,2021-09-23 01:17:43,49.758,129.523,55.17,51,0,6.82,clear sky
345,Ostrovnoy,RU,2021-09-23 01:17:43,68.0531,39.5131,39.04,82,2,18.75,clear sky
346,Maragogi,BR,2021-09-23 01:17:44,-9.0122,-35.2225,76.35,91,18,6.96,few clouds
347,Richards Bay,ZA,2021-09-23 01:17:44,-28.783,32.0377,57.88,79,0,7.85,clear sky
348,Bad Hofgastein,AT,2021-09-23 01:17:44,47.1667,13.1,46.83,97,32,0.81,scattered clouds
349,Cervo,ES,2021-09-23 01:17:45,43.6702,-7.4101,59.2,90,30,10.58,scattered clouds
350,Acapulco,MX,2021-09-23 01:13:55,16.8634,-99.8901,84.02,84,75,6.91,broken clouds
351,Matagami,CA,2021-09-23 01:17:45,49.7502,-77.6328,44.71,81,75,5.75,broken clouds
352,Dongsheng,CN,2021-09-23 01:17:45,39.8161,109.9776,61.47,58,9,7.16,clear sky
353,Barguzin,RU,2021-09-23 01:17:46,53.6167,109.6167,42.96,90,100,3.15,overcast clouds
354,Lethem,GY,2021-09-23 01:17:46,3.3803,-59.7968,77.9,80,100,5.37,overcast clouds
355,Pontes E Lacerda,BR,2021-09-23 01:13:19,-15.2261,-59.3353,82.85,36,0,4.59,clear sky
356,Juliaca,PE,2021-09-23 01:17:46,-15.5,-70.1333,46.49,64,100,7.87,overcast clouds
357,Starkville,US,2021-09-23 01:15:09,33.4504,-88.8184,63.79,84,0,5.82,clear sky
358,Farafangana,MG,2021-09-23 01:11:21,-22.8167,47.8333,69.78,83,77,5.59,broken clouds
359,Bayir,TR,2021-09-23 01:17:47,37.2687,28.2167,55.92,59,8,5.5,clear sky
360,Karachi,PK,2021-09-23 01:17:44,24.9056,67.0822,82.22,78,20,8.05,few clouds
361,Vestmannaeyjar,IS,2021-09-23 01:17:47,63.4427,-20.2734,42.48,58,27,11.77,scattered clouds
362,Amahai,ID,2021-09-23 01:17:48,-3.3333,128.9167,79.95,84,100,5.82,light rain
363,Awbari,LY,2021-09-23 01:17:48,26.5921,12.7805,80.37,15,0,6.02,clear sky
364,Ambositra,MG,2021-09-23 01:17:48,-20.5167,47.25,56.68,89,100,3.8,overcast clouds
365,Catonsville,US,2021-09-23 01:17:49,39.272,-76.7319,74.86,95,90,8.99,light rain
366,Bay Roberts,CA,2021-09-23 01:17:49,47.5999,-53.2648,63.03,82,100,4.0,overcast clouds
367,Goderich,CA,2021-09-23 01:11:14,43.7501,-81.7165,54.91,94,100,37.87,light rain
368,Iquique,CL,2021-09-23 01:16:07,-20.2208,-70.1431,59.04,74,100,0.58,overcast clouds
369,Mandalgovi,MN,2021-09-23 01:17:50,45.7625,106.2708,48.04,53,100,15.01,overcast clouds
370,Galle,LK,2021-09-23 01:17:50,6.0367,80.217,79.09,86,28,9.33,scattered clouds
371,Normandin,CA,2021-09-23 01:17:50,48.8333,-72.5321,48.33,93,100,10.36,moderate rain
372,Ilulissat,GL,2021-09-23 01:17:51,69.2167,-51.1,8.2,76,16,7.4,few clouds
373,Gaya,IN,2021-09-23 01:15:37,24.7833,85.0,76.68,92,71,6.44,broken clouds
374,Kiama,AU,2021-09-23 01:17:51,-34.6833,150.8667,75.38,51,5,1.01,clear sky
375,Nelson Bay,AU,2021-09-23 01:17:52,-32.7167,152.15,75.29,48,5,1.99,clear sky
376,Melbu,NO,2021-09-23 01:17:52,68.5044,14.8297,50.22,79,82,16.67,broken clouds
377,Dingle,PH,2021-09-23 01:17:52,10.9995,122.6711,82.54,77,100,1.28,overcast clouds
378,Conde,BR,2021-09-23 01:17:53,-7.2597,-34.9075,76.46,94,20,4.61,few clouds
379,Tuy Hoa,VN,2021-09-23 01:17:53,13.0833,109.3,74.77,96,100,5.88,heavy intensity rain
380,Tuban,ID,2021-09-23 01:17:53,-6.8976,112.0649,83.57,69,100,12.46,overcast clouds
381,Monrovia,LR,2021-09-23 01:17:54,6.3005,-10.7969,77.13,87,100,3.76,moderate rain
382,Dunedin,NZ,2021-09-23 01:17:54,-45.8742,170.5036,58.8,60,11,10.0,few clouds
383,Vlore,AL,2021-09-23 01:17:54,40.4667,19.4897,62.92,58,100,6.29,overcast clouds
384,Lagdo,CM,2021-09-23 01:17:55,9.05,13.7333,70.45,98,100,2.42,overcast clouds
385,Atar,MR,2021-09-23 01:12:57,20.5169,-13.0499,90.09,19,5,7.96,clear sky
386,Karagaylinskiy,RU,2021-09-23 01:17:55,54.172,86.5521,36.25,99,100,3.56,light rain
387,Katangli,RU,2021-09-23 01:17:56,51.7102,143.2326,53.94,66,11,15.3,few clouds
388,Palmi,IT,2021-09-23 01:17:56,38.3653,15.8615,70.88,81,12,3.06,few clouds
389,Barberino Di Mugello,IT,2021-09-23 01:17:56,44.0027,11.2371,60.87,76,95,8.01,overcast clouds
390,Jiaocheng,CN,2021-09-23 01:17:57,24.6774,116.1389,83.28,74,100,1.79,overcast clouds
391,Sembe,CG,2021-09-23 01:08:17,1.6481,14.5806,68.58,99,100,1.3,overcast clouds
392,Altay,CN,2021-09-23 01:17:57,47.8667,88.1167,43.47,25,98,3.11,overcast clouds
393,Muisne,EC,2021-09-23 01:17:57,0.6,-80.0333,73.92,87,100,7.05,overcast clouds
394,Lucapa,AO,2021-09-23 01:17:58,-8.4192,20.7447,70.05,52,100,1.72,overcast clouds
395,Serra,BR,2021-09-23 01:17:58,-20.1286,-40.3078,69.26,64,75,16.11,broken clouds
396,Vao,NC,2021-09-23 01:17:58,-22.6667,167.4833,68.86,61,5,20.65,clear sky
397,Laramie,US,2021-09-23 01:14:22,41.3114,-105.5911,65.08,24,1,1.99,clear sky
398,Porto Belo,BR,2021-09-23 01:18:00,-27.1578,-48.5531,64.35,67,100,4.81,overcast clouds
399,Koshurnikovo,RU,2021-09-23 01:18:00,54.1667,93.3,34.14,97,100,2.66,light rain
400,Harrisburg,US,2021-09-23 01:18:01,40.2737,-76.8844,75.49,87,90,5.99,overcast clouds
401,Jinka,ET,2021-09-23 01:18:01,5.65,36.65,66.47,65,85,3.22,overcast clouds
402,Havelock,US,2021-09-23 01:18:01,34.8791,-76.9013,78.94,93,90,1.01,overcast clouds
403,Laguna,US,2021-09-23 01:18:02,38.421,-121.4238,96.31,22,1,4.0,clear sky
404,Zhigansk,RU,2021-09-23 01:18:02,66.7697,123.3711,41.25,93,100,14.07,light rain
405,Chodavaram,IN,2021-09-23 01:18:02,17.8333,82.95,80.44,90,59,1.66,broken clouds
406,Varnamo,SE,2021-09-23 01:18:03,57.186,14.04,57.76,92,100,1.99,overcast clouds
407,Odesskoye,RU,2021-09-23 01:18:03,54.2111,72.9651,34.3,94,74,6.87,broken clouds
408,Iqaluit,CA,2021-09-23 01:18:04,63.7506,-68.5145,33.53,75,90,8.05,overcast clouds
409,Mount Isa,AU,2021-09-23 01:18:04,-20.7333,139.5,76.77,12,0,16.11,clear sky
410,Balykshi,KZ,2021-09-23 01:18:04,47.0667,51.8667,64.4,22,40,22.37,scattered clouds
411,Mvomero,TZ,2021-09-23 01:18:05,-6.25,38.6667,69.1,97,27,3.56,scattered clouds
412,Fenoarivo Atsinanana,MG,2021-09-23 01:18:05,-17.3667,49.4167,68.68,80,54,3.18,broken clouds
413,Haileybury,CA,2021-09-23 01:18:05,47.449,-79.6373,48.78,67,100,11.18,overcast clouds
414,Rabo De Peixe,PT,2021-09-23 01:10:57,37.8,-25.5833,65.71,82,20,8.05,few clouds
415,Turan,VN,2021-09-23 01:14:54,16.0678,108.2208,80.58,83,75,0.0,broken clouds
416,Solnechnyy,RU,2021-09-23 01:18:06,50.7214,136.6319,50.34,52,3,8.28,clear sky
417,Groa,NO,2021-09-23 01:18:07,62.65,8.7167,48.29,92,100,0.43,overcast clouds
418,Mirabad,AF,2021-09-23 01:18:07,30.4362,61.8383,75.24,19,0,9.8,clear sky
419,Trincomalee,LK,2021-09-23 01:18:07,8.5711,81.2335,79.56,82,25,15.77,scattered clouds
420,Nagua,DO,2021-09-23 01:18:07,19.3832,-69.8474,82.45,92,100,2.75,overcast clouds
421,Salacgriva,LV,2021-09-23 01:18:08,57.7536,24.3581,38.89,82,93,2.66,overcast clouds
422,Savannah Bight,HN,2021-09-23 01:18:08,16.45,-85.85,84.0,72,4,5.14,clear sky
423,Tuatapere,NZ,2021-09-23 01:18:08,-46.1333,167.6833,57.81,58,86,2.1,overcast clouds
424,Ler,SS,2021-09-23 01:18:09,8.3018,30.1418,72.32,94,40,2.3,scattered clouds
425,Partenit,UA,2021-09-23 01:18:09,44.578,34.3446,53.94,72,100,5.88,overcast clouds
426,Puerto Palomas,MX,2021-09-23 01:18:09,31.7667,-107.6167,79.93,29,100,8.05,overcast clouds
427,Tilichiki,RU,2021-09-23 01:10:40,60.4667,166.1,47.1,78,100,1.25,overcast clouds
428,Kaitangata,NZ,2021-09-23 01:18:10,-46.2817,169.8464,61.56,45,94,1.36,overcast clouds
429,Sterling,US,2021-09-23 01:18:10,39.0062,-77.4286,73.98,94,90,3.0,overcast clouds
430,Kulhudhuffushi,MV,2021-09-23 01:11:16,6.6221,73.07,82.96,76,100,14.61,overcast clouds
431,Mortka,RU,2021-09-23 01:18:11,59.3322,66.0214,37.35,92,91,3.47,overcast clouds
432,Gonaives,HT,2021-09-23 01:18:11,19.45,-72.6833,81.05,81,100,3.11,overcast clouds
433,Diego De Almagro,CL,2021-09-23 01:18:11,-26.3667,-70.05,58.23,38,0,1.99,clear sky
434,Andreapol,RU,2021-09-23 01:18:12,56.6513,32.2664,38.7,99,100,2.39,overcast clouds
435,Perigueux,FR,2021-09-23 01:18:12,45.1833,0.7167,55.08,80,11,2.28,few clouds
436,Falmouth,GB,2021-09-23 01:18:12,50.1544,-5.0711,59.9,77,90,5.75,overcast clouds
437,Brigantine,US,2021-09-23 01:18:13,39.4101,-74.3646,75.4,90,20,12.66,few clouds
438,Manjacaze,MZ,2021-09-23 01:18:13,-24.7117,33.8828,57.99,78,2,3.6,clear sky
439,Urumqi,CN,2021-09-23 01:15:45,43.801,87.6005,52.75,30,0,4.47,clear sky
440,Dingli,MT,2021-09-23 01:18:14,35.8614,14.3822,73.81,83,20,6.91,few clouds
441,Masvingo,ZW,2021-09-23 01:18:14,-20.0637,30.8277,56.25,78,55,8.23,broken clouds
442,Balikpapan,ID,2021-09-23 01:18:14,-1.2675,116.8289,83.39,84,20,2.3,few clouds
443,Kapoeta,SS,2021-09-23 01:18:15,4.7717,33.5903,75.9,61,76,3.56,broken clouds
444,Leshukonskoye,RU,2021-09-23 01:18:15,64.8989,45.7622,34.52,97,5,4.68,clear sky
445,Abu Samrah,SY,2021-09-23 01:18:15,35.3029,37.1841,69.87,82,0,8.48,clear sky
446,Boras,SE,2021-09-23 01:18:16,57.721,12.9401,57.83,94,100,10.76,overcast clouds
447,Malm,NO,2021-09-23 01:18:16,64.0721,11.2172,49.78,86,100,6.62,overcast clouds
448,Haapiti,PF,2021-09-23 01:18:16,-17.5667,-149.8667,80.33,70,0,9.57,light rain
449,Den Helder,NL,2021-09-23 01:18:17,52.9599,4.7593,62.58,88,90,14.97,overcast clouds
450,Orlik,RU,2021-09-23 01:18:17,52.5178,99.825,36.36,45,85,1.86,overcast clouds
451,Bonneville,FR,2021-09-23 01:18:17,46.0802,6.4073,62.58,94,46,1.86,scattered clouds
452,Terrace,CA,2021-09-23 01:18:18,54.5163,-128.6035,54.43,58,75,11.5,light rain
453,Dreznica,BA,2021-09-23 01:18:18,43.5289,17.2819,47.62,82,8,8.23,clear sky
454,Thinadhoo,MV,2021-09-23 01:18:18,0.5333,72.9333,84.07,71,100,16.4,overcast clouds
455,Tadine,NC,2021-09-23 01:11:10,-21.55,167.8833,71.62,67,99,18.1,overcast clouds
