City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
382,Batemans Bay,AU,2021-09-21 16:15:31,-35.7167,150.1833,44.91,68,57,5.14
383,Bayanday,RU,2021-09-21 16:15:32,53.0661,105.5139,37.22,80,78,3.0
384,Mahon,ES,2021-09-21 16:15:32,39.8885,4.2658,70.36,78,75,13.8
385,Yulara,AU,2021-09-21 16:15:32,-25.2406,130.9889,53.44,30,86,8.05
386,Port Hawkesbury,CA,2021-09-21 16:15:33,45.6169,-61.3485,71.73,62,1,3.0
387,Okhotsk,RU,2021-09-21 16:15:33,59.3833,143.3,45.54,62,90,6.49
388,Nabire,ID,2021-09-21 16:15:33,-3.3667,135.4833,75.63,90,100,2.84
389,Tripoli,LY,2021-09-21 16:15:34,32.8752,13.1875,86.9,53,26,11.56
390,Joshimath,IN,2021-09-21 16:15:34,30.5667,79.5667,67.44,91,80,0.85
391,Pringsewu,ID,2021-09-21 16:15:34,-5.3582,104.9744,74.26,93,21,2.42
392,Brainerd,US,2021-09-21 16:15:35,46.358,-94.2008,60.24,52,4,12.44
393,San Patricio,US,2021-09-21 16:15:35,28.017,-97.5169,93.29,55,0,7.58
394,Tilichiki,RU,2021-09-21 16:15:35,60.4667,166.1,44.89,88,100,5.55
395,Petropavlovsk-Kamchatskiy,RU,2021-09-21 16:15:36,53.0452,158.6483,41.59,75,0,6.71
396,Lewistown,US,2021-09-21 16:15:36,40.5992,-77.5714,71.26,85,100,4.23
397,Champerico,GT,2021-09-21 16:15:36,14.3,-91.9167,94.77,76,98,3.31
398,Amatitan,MX,2021-09-21 16:15:37,20.8333,-103.7167,77.32,79,75,1.52
399,Saint-Francois,FR,2021-09-21 16:15:37,46.4154,3.9054,66.42,73,0,5.75
400,Corat,AZ,2021-09-21 16:15:37,40.5725,49.7064,73.49,66,1,5.21
401,Mocoa,CO,2021-09-21 16:15:38,1.1493,-76.6466,71.67,97,100,0.49
402,Yaan,NG,2021-09-21 16:15:38,7.3833,8.5667,72.9,91,100,7.43
403,Boyolangu,ID,2021-09-21 16:15:38,-8.1181,111.8935,74.88,88,99,2.08
404,Warrington,GB,2021-09-21 16:15:39,53.3925,-2.5802,68.02,71,100,1.99
405,Praia Da Vitoria,PT,2021-09-21 16:15:39,38.7333,-27.0667,77.25,69,20,10.16
406,Coquimbo,CL,2021-09-21 16:15:39,-29.9533,-71.3436,58.73,67,90,9.22
407,Mahibadhoo,MV,2021-09-21 16:15:40,3.7833,72.9667,83.26,76,10,14.65
408,Chernyanka,RU,2021-09-21 16:15:40,50.9409,37.8069,48.24,86,95,5.57
409,Maragogi,BR,2021-09-21 16:15:40,-9.0122,-35.2225,80.92,60,21,7.4
410,San Jose,US,2021-09-21 16:14:50,37.3394,-121.895,79.92,50,0,1.1
411,Saint George,US,2021-09-21 16:13:30,37.1041,-113.5841,71.8,22,0,1.01
412,Llanes,ES,2021-09-21 16:15:41,43.4198,-4.7549,65.37,72,35,5.23
413,San Andres Del Rabanedo,ES,2021-09-21 16:15:41,42.6117,-5.6167,65.12,45,75,10.36
414,Kingsville,US,2021-09-21 16:15:42,27.5159,-97.8561,93.29,68,0,4.0
415,Ilulissat,GL,2021-09-21 16:11:34,69.2167,-51.1,27.59,86,97,1.39
416,Basco,PH,2021-09-21 16:15:42,20.4487,121.9702,83.91,79,17,14.03
417,Mangai,CD,2021-09-21 16:15:43,-4.05,19.5333,92.3,30,52,0.13
418,Graaff-Reinet,ZA,2021-09-21 16:15:43,-32.2522,24.5308,59.92,36,96,10.02
419,Rawson,AR,2021-09-21 16:15:43,-43.3002,-65.1023,69.46,22,0,16.89
420,Dickinson,US,2021-09-21 16:15:44,29.4608,-95.0513,90.23,75,3,3.0
421,Sassandra,CI,2021-09-21 16:15:44,4.95,-6.0833,79.93,83,59,10.36
422,Huancavelica,PE,2021-09-21 16:15:44,-12.7667,-74.9833,48.67,50,36,9.15
423,Port Augusta,AU,2021-09-21 16:15:45,-32.5,137.7667,51.94,88,8,6.33
424,Kavieng,PG,2021-09-21 16:15:45,-2.5744,150.7967,81.45,76,100,9.55
425,Masaki,JP,2021-09-21 16:15:45,33.7876,132.7112,73.83,88,34,3.11
426,Pozo Colorado,PY,2021-09-21 16:15:46,-23.4923,-58.7972,84.83,40,83,9.28
427,Olga,RU,2021-09-21 16:15:46,43.7444,135.2892,57.38,99,100,9.13
428,East London,ZA,2021-09-21 16:15:46,-33.0153,27.9116,59.94,77,0,8.05
429,Henties Bay,NA,2021-09-21 16:15:47,-22.116,14.2845,53.85,71,3,7.61
430,Half Moon Bay,US,2021-09-21 16:15:47,37.4636,-122.4286,80.53,57,0,3.44
431,Never,FR,2021-09-21 16:15:47,46.9896,3.159,68.65,77,65,9.66
432,Poum,NC,2021-09-21 16:15:48,-20.2333,164.0167,73.83,70,98,8.48
433,Santa Cruz De La Palma,ES,2021-09-21 16:15:48,28.6835,-17.7642,77.14,69,75,13.8
434,Sioux Lookout,CA,2021-09-21 16:15:48,50.1001,-91.917,53.98,76,75,2.3
435,Kota Tinggi,MY,2021-09-21 16:15:49,1.7381,103.8999,82.44,92,82,2.46
436,Moerai,PF,2021-09-21 16:15:49,-22.4333,-151.3333,74.84,81,0,12.21
437,Taoudenni,ML,2021-09-21 16:15:49,22.6783,-3.9836,111.16,6,0,2.17
438,George Town,MY,2021-09-21 16:15:10,5.4112,100.3354,80.89,84,98,5.64
439,Guarapuava,BR,2021-09-21 16:15:50,-25.3953,-51.4581,87.48,25,16,7.14
440,North Bend,US,2021-09-21 16:15:50,43.4065,-124.2243,63.91,73,11,3.53
441,Businga,CD,2021-09-21 16:15:52,3.3333,20.8833,80.44,71,83,4.79
442,Isla Mujeres,MX,2021-09-21 16:15:52,21.2311,-86.731,84.94,70,52,8.52
443,Auray,FR,2021-09-21 16:15:52,47.6703,-2.9918,70.88,57,26,12.77
444,Forfar,GB,2021-09-21 16:15:52,56.6431,-2.8903,65.35,67,98,14.76
445,Hofn,IS,2021-09-21 16:15:53,64.2539,-15.2082,48.09,85,100,55.7
446,Ossora,RU,2021-09-21 16:15:53,59.2353,163.0719,48.94,91,100,15.95
447,Umea,SE,2021-09-21 16:15:54,63.8284,20.2597,45.91,88,98,7.9
448,Awbari,LY,2021-09-21 16:15:54,26.5921,12.7805,96.75,10,0,14.32
449,Asyut,EG,2021-09-21 16:15:54,27.181,31.1837,97.14,13,0,15.64
450,Biak,ID,2021-09-21 16:15:54,-0.9131,122.8766,71.51,86,100,5.82
451,Vila Franca Do Campo,PT,2021-09-21 16:15:55,37.7167,-25.4333,73.81,62,26,8.43
452,Yurga,RU,2021-09-21 16:15:55,55.7231,84.8861,34.38,95,100,7.47
453,Itupiranga,BR,2021-09-21 16:15:55,-5.1347,-49.3267,91.72,29,48,0.89
454,Pachino,IT,2021-09-21 16:15:56,36.7186,15.0907,84.6,74,100,8.16
455,Lagos De Moreno,MX,2021-09-21 16:15:56,21.35,-101.9167,69.48,65,63,2.64
456,Sorong,ID,2021-09-21 16:15:56,-0.8833,131.25,77.88,89,100,6.89
457,Surt,LY,2021-09-21 16:15:57,31.2089,16.5887,87.37,50,0,12.97
458,Buala,SB,2021-09-21 16:15:57,-8.145,159.5921,79.07,84,72,5.53
459,Venado,MX,2021-09-21 16:15:58,22.9333,-101.0833,71.4,60,98,3.11
460,Sao Joao Da Barra,BR,2021-09-21 16:15:58,-21.6403,-41.0511,83.55,58,0,7.96
461,Baoding,CN,2021-09-21 16:11:11,38.8511,115.4903,63.32,80,1,5.14
462,Novooleksiyivka,UA,2021-09-21 16:15:59,46.2269,34.6428,54.34,55,27,16.49
463,Lata,PT,2021-09-21 16:15:59,40.1629,-8.3327,83.07,22,0,9.42
464,Axim,GH,2021-09-21 16:15:59,4.8699,-2.2405,79.97,78,36,10.13
465,Bandar,ID,2021-09-21 16:15:59,2.05,99.75,72.81,94,52,2.95
466,Bartica,GY,2021-09-21 16:16:00,6.4,-58.6167,89.92,89,73,4.05
467,Markova,UA,2021-09-21 16:16:00,48.6758,24.4138,49.59,72,54,6.51
468,Liverpool,GB,2021-09-21 16:16:01,53.4106,-2.9779,68.79,73,100,6.42
469,Koroni,GR,2021-09-21 16:16:01,36.8,21.95,85.06,57,29,12.12
470,Port Lincoln,AU,2021-09-21 16:16:02,-34.7333,135.8667,52.52,83,95,7.25
471,Tomakomai,JP,2021-09-21 16:16:02,42.6369,141.6033,68.14,88,75,13.8
472,Vanavara,RU,2021-09-21 16:16:02,60.34,102.2797,35.91,87,72,5.03
473,Komsomolskiy,UZ,2021-09-21 16:16:03,40.4272,71.7189,70.52,32,0,0.0
474,Faya,SA,2021-09-21 16:16:03,18.3851,42.4509,71.71,43,87,3.6
475,Sabha,LY,2021-09-21 16:16:03,27.0377,14.4283,96.91,10,0,12.24
476,Svetlogorsk,BY,2021-09-21 16:16:04,52.6333,29.7333,39.15,97,100,11.86
477,Samarai,PG,2021-09-21 16:16:04,-10.6167,150.6667,78.01,86,100,13.4
478,Ewa Beach,US,2021-09-21 16:16:05,21.3156,-158.0072,77.09,80,100,17.05
479,Klaksvik,FO,2021-09-21 16:16:05,62.2266,-6.589,54.68,92,100,40.26
480,Antofagasta,CL,2021-09-21 16:16:05,-23.65,-70.4,60.08,66,97,8.93
481,Stretford,GB,2021-09-21 16:16:06,53.45,-2.3167,68.68,68,100,3.0
482,Koflach,AT,2021-09-21 16:16:06,47.0667,15.0833,57.96,72,74,2.19
483,Ballitoville,ZA,2021-09-21 16:16:06,-29.539,31.2144,64.54,59,40,11.5
484,Guaruja,BR,2021-09-21 16:16:07,-23.9931,-46.2564,92.46,94,90,8.05
485,Takestan,IR,2021-09-21 16:16:07,36.0696,49.6959,69.93,51,0,9.91
486,Yerbogachen,RU,2021-09-21 16:16:08,61.2767,108.0108,39.27,83,100,5.88
487,Yoichi,JP,2021-09-21 16:16:08,43.2039,140.7703,65.21,83,100,8.19
488,Bukachacha,RU,2021-09-21 16:16:09,52.9833,116.9167,48.38,88,100,3.04
489,Jinchang,CN,2021-09-21 16:16:09,38.4953,102.1739,70.99,22,100,5.14
490,Alofi,NU,2021-09-21 16:15:17,-19.0595,-169.9187,75.47,77,19,12.59
491,Nioro,GM,2021-09-21 16:16:09,13.35,-15.75,91.62,58,99,6.06
492,Saint-Louis,SN,2021-09-21 16:16:10,16.3333,-15.0,105.31,16,8,9.93
493,The Valley,AI,2021-09-21 16:16:10,18.217,-63.0578,88.11,66,20,13.8
494,Akdepe,TM,2021-09-21 16:16:11,42.0551,59.3788,69.89,13,85,12.66
495,Nemuro,JP,2021-09-21 16:16:11,43.3236,145.575,60.78,94,46,16.91
496,Valley City,US,2021-09-21 16:11:57,46.9233,-98.0032,59.07,41,4,12.3
497,Camalu,MX,2021-09-21 16:16:11,30.85,-116.0667,83.43,55,0,4.72
498,Bubaque,GW,2021-09-21 16:16:12,11.2833,-15.8333,81.75,76,36,6.13
499,Rabat,MA,2021-09-21 16:16:12,33.9911,-6.8401,80.01,79,75,8.05
500,Raudeberg,NO,2021-09-21 16:16:12,61.9875,5.1352,52.2,92,100,8.99
501,Vetapalem,IN,2021-09-21 16:16:13,15.7833,80.3167,84.51,71,100,6.11
502,Gold Coast,AU,2021-09-21 16:16:13,-28.0,153.4333,57.0,50,34,10.0
503,Paracuru,BR,2021-09-21 16:16:13,-3.41,-39.0306,87.28,51,63,16.35
504,Mabaruma,GY,2021-09-21 16:16:14,8.2,-59.7833,88.61,58,63,5.59
505,Maraba,BR,2021-09-21 16:16:14,-5.3686,-49.1178,91.58,55,40,6.91
506,Marawi,PH,2021-09-21 16:16:14,7.9986,124.2928,65.64,91,100,3.31
507,Altyn-Topkan,TJ,2021-09-21 16:16:15,40.6528,69.5998,55.87,27,0,1.92
508,Saint-Augustin,CA,2021-09-21 16:16:16,51.226,-58.6502,70.38,50,30,16.84
509,Sao Gabriel Da Cachoeira,BR,2021-09-21 16:16:16,-0.1303,-67.0892,85.8,70,20,2.3
510,Chauk,MM,2021-09-21 16:16:16,20.8833,94.8167,78.33,87,96,3.51
511,Hoquiam,US,2021-09-21 16:16:17,46.9809,-123.8893,61.05,56,0,4.0
512,Kalengwa,ZM,2021-09-21 16:16:17,-13.4659,25.0027,89.08,7,0,9.75
513,Guerrero Negro,MX,2021-09-21 16:16:17,27.9769,-114.0611,77.77,53,5,4.61
514,Santarem,BR,2021-09-21 16:16:18,-2.4431,-54.7083,90.84,48,100,5.3
515,Tiarei,PF,2021-09-21 16:16:18,-17.5333,-149.3333,71.62,76,3,9.15
516,Nichinan,JP,2021-09-21 16:16:19,31.6,131.3667,75.16,92,13,3.47
517,Danielskuil,ZA,2021-09-21 16:16:19,-28.1887,23.5395,65.41,7,0,10.47
518,Asandh,IN,2021-09-21 16:16:19,29.5167,76.6,82.94,71,47,5.73
519,Salalah,OM,2021-09-21 16:16:20,17.0151,54.0924,80.69,83,75,6.91
520,Egvekinot,RU,2021-09-21 16:16:20,66.3167,-179.1667,18.36,76,11,5.75
521,Naze,JP,2021-09-21 16:16:20,28.3667,129.4833,76.05,76,0,3.98
522,Luziania,BR,2021-09-21 16:16:21,-16.2525,-47.9503,97.99,15,11,4.7
523,Tokur,RU,2021-09-21 16:16:21,53.1333,132.9,35.02,92,11,4.47
524,Tabory,RU,2021-09-21 16:16:21,58.5198,64.5495,36.32,86,76,5.21
525,Kahului,US,2021-09-21 16:13:20,20.8947,-156.47,72.97,97,93,12.37
526,Raglan,NZ,2021-09-21 16:16:22,-37.8,174.8833,53.08,93,100,6.87
527,Kungurtug,RU,2021-09-21 16:16:22,50.5994,97.5228,35.01,75,14,1.74
528,Yuryuzan,RU,2021-09-21 16:16:22,54.8633,58.4219,37.71,74,100,1.3
529,Urubicha,BO,2021-09-21 16:16:23,-15.3833,-62.95,88.57,35,100,2.93
530,Reading,GB,2021-09-21 16:16:23,51.4562,-0.9711,71.73,60,99,1.01
531,Muisne,EC,2021-09-21 16:16:23,0.6,-80.0333,84.31,80,98,9.22
532,Bonoua,CI,2021-09-21 16:16:24,5.2741,-3.595,80.22,73,70,8.84
533,Zabaykalsk,RU,2021-09-21 16:16:24,49.6333,117.3167,48.22,73,14,3.58
534,Isiro,CD,2021-09-21 16:16:24,2.7739,27.616,70.75,88,99,1.05
535,Novobirilyussy,RU,2021-09-21 16:16:25,56.9514,90.6661,35.83,98,100,9.1
536,Koulikoro,ML,2021-09-21 16:16:25,14.0,-7.75,95.11,36,71,5.99
537,Faanui,PF,2021-09-21 16:16:25,-16.4833,-151.75,78.08,73,6,8.99
538,San Cristobal,VE,2021-09-21 16:16:26,7.7669,-72.225,73.58,56,96,7.45
539,Bilma,NE,2021-09-21 16:16:26,18.6853,12.9164,100.87,8,3,5.26
540,Sakhnovshchyna,UA,2021-09-21 16:16:27,49.1517,35.872,47.79,79,100,6.58
541,Rio Gallegos,AR,2021-09-21 16:11:38,-51.6226,-69.2181,69.85,35,40,9.22
542,Florestopolis,BR,2021-09-21 16:16:27,-22.8633,-51.3872,100.81,14,8,6.24
543,Thompson,CA,2021-09-21 16:15:51,55.7435,-97.8558,41.16,75,75,2.3
544,Padang,ID,2021-09-21 16:16:27,-0.9492,100.3543,77.85,86,98,4.25
545,Umm Lajj,SA,2021-09-21 16:16:28,25.0213,37.2685,86.59,67,9,6.69
546,Thunder Bay,CA,2021-09-21 16:13:42,48.4001,-89.3168,60.57,77,53,5.01
547,Rincon,US,2021-09-21 16:16:29,32.296,-81.2354,81.86,91,95,8.68
548,Meadow Lake,US,2021-09-21 16:16:29,34.8014,-106.5436,67.84,31,0,10.11
549,Misrikh,IN,2021-09-21 16:16:29,27.45,80.5167,82.53,77,80,6.55
550,Diamantino,BR,2021-09-21 16:16:30,-14.4086,-56.4461,107.74,9,41,3.89
551,Taree,AU,2021-09-21 16:16:30,-31.9,152.4667,49.93,76,39,9.22
552,Nueva Guinea,NI,2021-09-21 16:16:30,11.6876,-84.4562,80.02,83,100,7.54
553,Trairi,BR,2021-09-21 16:14:07,-3.2778,-39.2689,88.18,49,59,16.13
554,Inhambane,MZ,2021-09-21 16:16:31,-23.865,35.3833,73.38,64,75,16.11
555,Imbituba,BR,2021-09-21 16:16:31,-28.24,-48.6703,64.15,75,100,21.0
556,Marsa Matruh,EG,2021-09-21 16:16:32,31.3525,27.2453,80.82,71,0,10.83
557,La Rioja,ES,2021-09-21 16:16:32,42.25,-2.5,60.58,79,100,3.13
558,Kontagora,NG,2021-09-21 16:16:32,10.3999,5.4695,81.73,78,88,5.64
559,Korla,CN,2021-09-21 16:16:33,41.7597,86.1469,74.41,27,1,14.2
560,Ostrovnoy,RU,2021-09-21 16:16:33,68.0531,39.5131,39.51,78,16,7.78
561,Khandyga,RU,2021-09-21 16:16:34,62.6667,135.6,32.74,93,10,0.72
562,Evanston,US,2021-09-21 16:16:35,42.0411,-87.6901,66.52,79,90,1.01
563,Tigil,RU,2021-09-21 16:16:35,57.8,158.6667,44.51,93,100,4.83
564,Takoradi,GH,2021-09-21 16:16:36,4.8845,-1.7554,80.31,80,53,12.03
565,Shache,CN,2021-09-21 16:16:36,38.4167,77.2406,75.56,14,0,3.18
566,Moose Factory,CA,2021-09-21 16:16:36,51.2585,-80.6094,50.0,93,90,13.8
567,Biltine,TD,2021-09-21 16:16:37,14.5333,20.9167,96.76,22,99,3.09
568,Arvika,SE,2021-09-21 16:16:37,59.6553,12.5852,52.97,93,100,1.97
569,Tori,EE,2021-09-21 16:16:37,58.4825,24.8152,46.45,94,100,3.27
570,Olavarria,AR,2021-09-21 16:16:38,-36.8927,-60.3225,59.22,40,0,7.09
571,Najran,SA,2021-09-21 16:16:38,17.4924,44.1277,86.65,26,41,15.19
572,La Paz,BO,2021-09-21 16:16:39,-16.5,-68.15,58.98,28,75,5.75
573,Fort Worth,US,2021-09-21 16:13:05,32.7254,-97.3208,80.35,61,78,5.01
